Idorden;Nada;fondo;accIon;ticker;porcentaje;mes;a??o 
;;BOLSAUSA;AMERICAN EXPRESS USD 543 0,45 -- --;AXP.VI;0.45;Diciembre;2023
;;BOLSAUSA;DEERE_CO USD 543 0,45 -- --;DE;0.45;Diciembre;2023
31;;BOLSAUSA;VERIZON USD 297 0,43 289 0,47;VZ;0.45;Diciembre;2023
31;;BOLSAUSA;WALT DISNEY CO USD 1.022 1,49 964 1,57;DIS;0.44;Diciembre;2023
14;;BOLSAUSA;BLACKROCK INC USD 3.776 3,62 -- --;BLK;0.43;Diciembre;2023
31;;BOLSAUSA;STARBUCKS USD 279 0,41 263 0,43;SBUX;0.43;Diciembre;2023
;;BOLSAUSA;COLGATE- PALMOLIVE C USD 498 0,41 -- --;COLG.VI;0.41;Diciembre;2023
;;BOLSAUSA;AMERICAN TOWER USD 489 0,40 267 0,23;AMT;0.4;Diciembre;2023
;;BOLSAUSA;GILEAD SCIENCES USD 477 0,39 -- --;GILD;0.39;Diciembre;2023
31;;BOLSAUSA;CITIGROUP USD 615 0,90 501 0,82;C;0.38;Diciembre;2023
31;;BOLSAUSA;IBM CORP USD 454 0,66 412 0,67;IBM;0.37;Diciembre;2023
31;;BOLSAUSA;3M CO USD 1.232 1,79 501 0,82;MMM;0.37;Diciembre;2023
;;BOLSAUSA;SCHWAB CORP USD 436 0,36 -- --;SCHW;0.36;Diciembre;2023
;;BOLSAUSA;GEN ELEC CO USD 405 0,33 352 0,30;GE;0.33;Diciembre;2023
;;BOLSAUSA;T-MOBILE US USD 392 0,32 -- --;TM5.MU;0.32;Diciembre;2023
;;BOLSAUSA;EMERSON ELECTRIC USD 220 0,18 -- --;EMR.F;0.18;Diciembre;2023
31;;BOLSAUSA;METLIFE USD 155 0,23 115 0,19;MET;0.15;Diciembre;2023
31;;BOLSAUSA;EXELON CORP USD 1.615 1,46 1.729 1,66;EXC;0.13;Diciembre;2023
31;;BOLSAUSA;ESTEE LAUDER USD 248 0,36 218 0,36;EL;0.11;Diciembre;2023
31;;DIVIDENDO;AXA SA EUR 8.085 4,43 8.131 4,47;CS.PA;2.88;Agosto;2024
31;;DIVIDENDO;COCA COLA USD 2.674 0,94 -- --;KO;2.83;Agosto;2024
31;;DIVIDENDO;BROADCOM USD 5.436 2,12 5.561 2,28;AVGO;2.82;Agosto;2024
31;;DIVIDENDO;AMUNDI S.A. EUR 89 1,12 200 3,11;AMUN.PA;2.72;Agosto;2024
31;;DIVIDENDO;TOTAL EUR 7.006 3,84 6.031 3,32;FP.VI;2.67;Agosto;2024
31;;DIVIDENDO;UPM-KYMMENE EUR 4.556 2,84 7.579 4,45;UPM.HE;2.54;Agosto;2023
31;;DIVIDENDO;NATIONAL GBP 3.516 2,19 3.324 1,95;NG.L;2.53;Agosto;2023
;Estimado;DIVIDENDO;Medtronic PLC USD;MDT;2.49;Agosto;2024
31;;DIVIDENDO;PEPSICO INC USD 4.824 3,01 -- --;PEP;2.48;Agosto;2024
31;;DIVIDENDO;VERIZON USD 8.011 2,33 -- --;VZ;2.48;Julio;2024
;;DIVIDENDO;QUALCOMM USD 5.503 1,67 -- --;QCI.F;2.46;Julio;2023
15;Estimado;DIVIDENDO;ALLIANZ SE EUR 6.770 3,71 7.420 4,08;ALV.DE;2.35;Julio;2024
15;Estimado;DIVIDENDO;EON SE EUR 2.977 1,86 2.719 1,60;EOAN.DE;2.35;Julio;2024
15;Estimado;DIVIDENDO;IBERDROLA EUR 7.528 4,13 7.188 3,96;IBE.MC;2.35;Julio;2024
15;Estimado;DIVIDENDO;JOHNSON  JOHNSON USD 1.121 1,63 1.031 1,70;JNJ;2.35;Julio;2024
15;Estimado;DIVIDENDO;MERCK_CO INC USD 6.302 3,16 6.066 3,50;MRK;2.35;Julio;2024
15;Estimado;DIVIDENDO;MUENCHENER RUECKVER EUR 8.440 2,57 7.731 2,25;MUV2.HA;2.35;Julio;2024
15;Estimado;DIVIDENDO;REPSOL SA EUR 6.257 2,44 7.447 3,06;REP.MC;2.35;Julio;2024
15;Estimado;DIVIDENDO;ROCHE HOLDINGS CHF 2.543 1,39 2.177 1,20;ROG.SW;2.35;Julio;2024
15;Estimado;DIVIDENDO;SANOFI SA EUR 8.308 4,56 7.895 4,34;SAN.PA;2.35;Julio;2024
15;Estimado;DIVIDENDO;AT_T INC USD 7.603 2,21 6.363 2,23;T;2.35;Julio;2024
31;Estimado;DIVIDENDO;BRISTOL-MYRS SQUIBB USD 7.437 2,26 9.379 2,73;BMY;2.26;Diciembre;2023
;;DIVIDENDO;NESTLE CHF 7.710 2,24 -- --;NESN.SW;2.23;Diciembre;2023
31;;DIVIDENDO;NOVARTIS CHF 4.228 2,32 -- --;NOTA.F;2.22;Diciembre;2023
31;;DIVIDENDO;NORDEA BANK SEK 5.712 2,00 3.022 1,24;NDA-SE.ST;2.19;Diciembre;2023
;;DIVIDENDO;VEOLIA ENVIRONNEMENT EUR 7.150 2,08 5.928 2,0;VIE.PA;2.15;Diciembre;2023
31;;DIVIDENDO;ABBVIE INC USD 6.720 2,76 6.550 3,78;ABBV;2.14;Diciembre;2023
31;;DIVIDENDO;CME GROUP USD 4.179 2,61 -- --;CME;2.12;Diciembre;2023
31;;DIVIDENDO;DEUTSCHE TELEKOM AG EUR 4.550 2,84 3.963 2,32;DTE.DE;2.12;Diciembre;2023
31;;DIVIDENDO;ENERGIAS DE PORTUGAL EUR 3.226 2,01 3.416 2,00;EDP.LS;2.03;Diciembre;2023
;;DIVIDENDO;SYSCO CORPORATION USD 6.625 2,02 5.101 1,48;SYY.BE;2.02;Diciembre;2023
31;;DIVIDENDO;RECKITT BENCKISER GBP 5.185 2,60 5.661 3,27;RKT.L;2.01;Diciembre;2023
;;DIVIDENDO;SIGNIFY NV EUR 8.368 2,55 7.085 2,06;G14.MU;2;Diciembre;2023
31;;DIVIDENDO;DARDEN RESTAURANTS USD 3.360 1,18 -- --;DRI;1.99;Diciembre;2023
31;;DIVIDENDO;PROCTER  GAMBLE USD 3.864 1,51 -- â€“;PG;1.7;Diciembre;2023
;;DIVIDENDO;ENEL SPA EUR 5.048 1,54 -- --;ENL.DE;1.54;Diciembre;2023
;;DIVIDENDO;CISCO SYSTEM USD 5.034 1,53 -- --;CSCO;1.53;Diciembre;2023
31;;DIVIDENDO;VINCI SA EUR 2.687 1,10 -- --;DG.PA;1.44;Diciembre;2023
31;;DIVIDENDO;RIO TINTO PLC GBP 1.956 1,19 1.833 1,15;RIO.L;1.44;Diciembre;2023
31;;DIVIDENDO;KONINKLIJKE KPN EUR 4.515 2,82 3.880 2,28;KPN.AS;1.39;Diciembre;2023
;;DIVIDENDO;TOYOTA MOTOR JPY 4.386 1,34 3.890 1,13;7203.T;1.34;Diciembre;2023
31;;DIVIDENDO;ASSICURAZIONI GENERA EUR 3.753 2,34 3.137 1,84;G.MI;1.28;Diciembre;2023
31;;DIVIDENDO;VODAFONE GROUP GBP 4.801 3,00 4.187 2,46;VOD.L;0.34;Diciembre;2023
31;;FINANCIERO;JPM CHASE USD 1.885 8,07 1.983 7,38;JPM;6.89;Agosto;2024
31;;FINANCIERO;VISA INC USD 676 5,68 496 5,73;V;5.05;Agosto;2024
31;;FINANCIERO;MASTERCARD INC USD 205 3,18 -- --;MA;4.89;Agosto;2024
31;;FINANCIERO;ING GROEP NV EUR 1.706 7,31 1.628 6,06;INGA.AS;3.86;Agosto;2024
31;;FINANCIERO;BANK OF AMERICA USD 1.850 7,92 1.630 6,06;BAC;3.5;Agosto;2024
31;;FINANCIERO;AMERICAN EXPRESS USD 291 2,45 -- --;AXP;3.36;Agosto;2024
15;;FINANCIERO;AXA SA EUR 324 4,10 276 4,29;CS.PA;3.27;Agosto;2024
31;;FINANCIERO;BLACKROCK INC USD 129 1,63 -- --;BLK;3.23;Agosto;2024
31;;FINANCIERO;GOLDMAN SACHS USD 167 2,12 130 2,01;GS;3.2;Julio;2023
31;;FINANCIERO;MORGAN STANLEY USD 99 1,26 -- --;MS;3.19;Julio;2024
15;;FINANCIERO;WELLS FARGO USD 150 1,90 -- --;WFC;3.09;Junio;2023
15;;FINANCIERO;ALLIANZ SE EUR 1.070 4,58 1.781 6,62;ALV.DE;3.01;Abril;2024
15;Estimado;FINANCIERO;BNP PARIBAS EUR 61 0,74 58 0,69;BNP.PA;2.85;Abril;2024
15;Estimado;FINANCIERO;CATALANA OCCIDENTE S EUR 234 2,96 201 3,12;GCO.MC;2.85;Abril;2024
15;Estimado;FINANCIERO;NORDEA BANK SEK 100 1,21 85 1,00;NDA-SE.ST;2.85;Abril;2024
31;Estimado;FINANCIERO;HSBC HOLDINGS GBP 68 0,82 73 0,86;HSBA.L;2.58;Diciembre;2023
31;;FINANCIERO;ROYAL BK CANADA USD 276 2,38 277 2,33;RYC.DU;2.54;Diciembre;2023
;;FINANCIERO;AIB GROUP EUR 250 1,89 -- --;A5G.IR;2.33;Diciembre;2023
31;;FINANCIERO;MOODY`S CORP USD 64 0,81 -- --;MCO;2.29;Diciembre;2023
31;;FINANCIERO;ZURICH INSURANCE CHF 365 1,57 919 3,42;ZURN.SW;2.28;Diciembre;2023
31;;FINANCIERO;S_P GLOBAL USD 183 2,22 173 2,04;SPGI;2.22;Diciembre;2023
31;;FINANCIERO;PRUDENTIAL GBP 835 3,58 934 3,48;PRU.L;2.18;Diciembre;2023
31;;FINANCIERO;DNB ASA NOK 54 0,69 -- --;DNB.OL;2.17;Diciembre;2023
31;;FINANCIERO;AEGON EUR 132 1,52 -- --;AGN.AS;2.14;Diciembre;2023
31;;FINANCIERO;DEUTSCHE BOERSE AG EUR 213 2,69 209 3,25;DB1.DE;1.9;Diciembre;2023
31;;FINANCIERO;UBS GROUP AG CHF 79 1,00 69 1,08;UBS;1.82;Diciembre;2023
31;;FINANCIERO;ASSICURAZIONI GENERA EUR 68 0,86 86 1,33;G.MI;1.77;Diciembre;2023
31;;FINANCIERO;CHUBB USD 155 1,15 -- --;CB;1.71;Diciembre;2023
31;;FINANCIERO;SOCIETE GENERALE SA EUR 65 0,79 60 0,70;GLE.PA;1.56;Diciembre;2023
31;;FINANCIERO;ADMIRAL GROUP GBP 76 0,66 -- --;ADM.L;1.29;Diciembre;2023
31;;FINANCIERO;CITIGROUP USD 1.177 5,04 1.017 3,78;C;1.29;Diciembre;2023
31;;FINANCIERO;AMUNDI S.A. EUR 89 1,12 200 3,11;AMUN.PA;1.14;Diciembre;2023
;;FINANCIERO;AIA GROUP USD 63 0,48 -- --;AAGIY;0.99;Diciembre;2023
;;FINANCIERO;INTESA SANPAOLO EUR 106 0,98 144 1,09;IESJ.F;0.98;Diciembre;2023
;;FINANCIERO;LONDON STOCK EXCHANG GBP 75 0,69 -- --;LSEG.L;0.69;Diciembre;2023
31;;GLOBAL;MICROSOFT USD 10.983 2,82 9.203 2,65;MSFT;3.95;Agosto;2024
31;;GLOBAL;NVIDIA CORP USD 12.145 1,94 -- --;NVDA;3.7;Agosto;2024
31;;GLOBAL;ALPHABET INC USD 11.150 2,86 8.892 2,56;GOOG;3.26;Agosto;2024
31;;GLOBAL;VISA INC USD 4.021 1,03 3.664 1,06;V;2.94;Agosto;2024
31;;GLOBAL;PROCTER  GAMBLE USD 3.864 1,51 -- â€“;PG;2.77;Agosto;2024
;;GLOBAL;Unilever PlC EUR;UNA.AS;2.65;Agosto;2024
31;;GLOBAL;LAM RESEARCH CORP USD 9.487 1,43 -- --;LRCX;2.59;Agosto;2024
31;;GLOBAL;HEINEKEN NV EUR 13.055 2,65 13.374 2,49;HEIA.AS;2.56;Agosto;2024
31;;GLOBAL;APPLE INCORPORATED USD 13.213 2,39 13.781 2,69;AAPL;2.52;Agosto;2023
;;GLOBAL;S_P GLOBAL USD 8.268 1,54 -- --;SPGI;2.5;Agosto;2023
31;Estimado;GLOBAL;TENCENT HOLDINGS HKD 8.027 1,45 -- --;0700.HK;2.49;Agosto;2023
31;Estimado;GLOBAL;ASM HOLDING EUR;ASML.AS;2.49;Agosto;2024
31;;GLOBAL;COCA COLA USD 4.037 1,04 3.664 1,06;KO;2.49;Agosto;2024
31;;GLOBAL;NESTLE CHF 9.676 2,49 9.136 2,63;NESN.SW;2.49;Agosto;2024
15;Estimado;GLOBAL;ESTEE LAUDER USD 13.497 2,44 11.861 2,32;EL;2.37;Mayo;2024
;Estimado;GLOBAL;KRAFT HEINZ USD 9.715 1,98 -- --;KHC;2.37;Mayo;2024
15;Estimado;GLOBAL;LOUIS VUITTON EUR 8.941 1,62 8.041 1,57;MC.PA;2.37;Mayo;2024
15;Estimado;GLOBAL;MEDTRONIC USD 13.487 2,51 4.283 0,93;MDT;2.37;Mayo;2024
31;Estimado;GLOBAL;NIKE INC USD 17.740 3,21 18.132 3,54;NKE;2.37;Mayo;2024
15;Estimado;GLOBAL;LOREAL EUR 8.188 1,48 7.787 1,52;OR.PA;2.37;Mayo;2024
31;Estimado;GLOBAL;PEPSICO INC USD 3.038 0,66 -- --;PEP;2.37;Mayo;2023
31;Estimado;GLOBAL;RECKITT BENCKISER GBP 11.106 2,85 5.783 1,67;RKT.L;2.37;Mayo;2024
31;;GLOBAL;ALIBABA GROUP USD 9.334 1,82 -- --;BABA;2.17;Diciembre;2023
31;;GLOBAL;WALT DISNEY CO USD 10.456 1,89 9.858 1,93;DIS;2.1;Diciembre;2023
31;;GLOBAL;JOHNSON  JOHNSON USD 1.121 1,63 1.031 1,69;JNJ;2.05;Diciembre;2023
;;GLOBAL;COLGATE- PALMOLIVE C USD 7.062 1,32 -- --;CL;1.98;Diciembre;2023
28;;GLOBAL;AMAZON.COM USD 10.546 2,71 9.328 2,69;AMZN;1.96;Diciembre;2023
31;;GLOBAL;HERMES INTERNATIONAL EUR 7.023 1,27 6.544 1,28;RMS.PA;1.93;Diciembre;2023
;;GLOBAL;LILLY USD 8.598 1,60 -- --;LLY;1.8;Diciembre;2023
;;GLOBAL;CIE FINANCIERE RIC CHF 10.866 2,03 4.852 1,06;CFRZ.XC;1.77;Diciembre;2023
31;;GLOBAL;MCDONALD CORP USD 1.146 1,67 176 0,29;MCD;1.74;Diciembre;2023
31;;GLOBAL;EW LIFESCIENCES USD 12.763 2,31 13.367 2,61;EW;1.71;Diciembre;2023
28;;GLOBAL;ESSILORLUXOTTICA EUR 11.229 2,03 10.315 2,02;EL.PA;1.49;Diciembre;2023
;;GLOBAL;MONCLER SPA EUR 7.798 1,45 6.094 1,33;MOV.F;1.39;Diciembre;2023
28;;GLOBAL;INTUITIVE SURGICAL USD 2.899 0,74 2.769 0,80;ISRG;1.37;Diciembre;2023
31;;GLOBAL;SALESFORCE.COM USD 3.793 0,69 2.914 0,57;CRM;1.36;Diciembre;2023
31;;GLOBAL;PAYPAL HOLDINGS INC USD 5.788 1,49 4.027 1,16;PYPL;1.36;Diciembre;2023
31;Estimado;GLOBAL;ADOBE USD 8.510 1,54 8.597 1,68;ADBE;1.21;Diciembre;2023
28;;GLOBAL;STARBUCKS USD 6.654 1,71 10.315 2,97;SBUX;1.18;Diciembre;2023
;;GLOBAL;ABBOTT LABORATORIES USD 4.997 0,93 -- --;ABT;1.01;Diciembre;2023
;;GLOBAL;ASTRAZENECA GBP 4.884 0,99 -- --;0A4J.L;0.99;Diciembre;2023
31;Estimado;GLOBAL;META PLATFORMS USD 3.215 3,00 4.733 5,55;META;0.97;Diciembre;2023
31;;GLOBAL;INDITEX EUR 10.526 1,90 9.754 1,91;ITX.MC;0.92;Diciembre;2023
;;GLOBAL;MERCK_CO INC USD 4.760 0,89 -- --;MRK;0.9;Diciembre;2023
;;GLOBAL;JPM CHASE USD 4.315 0,88 -- --;CMC.F;0.88;Diciembre;2023
;;GLOBAL;DIAGEO GBP 4.342 0,88 -- --;GUI.DE;0.88;Diciembre;2023
31;;GLOBAL;SAP SE EUR 7.571 1,66 -- --;SAP.DE;0.87;Diciembre;2023
31;;GLOBAL;FERRARI NV EUR 5.080 1,11 -- --;RACE.MI;0.78;Diciembre;2023
;;GLOBAL;MEITUAN HKD 388 0,07 -- --;3690.HK;0.05;Diciembre;2023
31;;JAPON;FAST RETAILING JPY 667 4,97 664 5,17;9983.T;8.74;Agosto;2024
31;;JAPON;TOKYO ELECTRON JPY 636 4,74 400 3,11;8035.T;6.37;Agosto;2024
31;;JAPON;ADVANTEST JPY 2.384 2,61 549 1,00;6857.T;4.44;Agosto;2024
31;;JAPON;SOFTBANK GROUP JPY 242 1,80 261 2,04;9984.T;4.22;Agosto;2024
31;;JAPON;TDK JPY 1.652 1,81 797 1,46;6762.T;3.75;Agosto;2024
31;;JAPON;KDDI JPY 2.510 2,76 2.195 2,27;9433.T;3.72;Agosto;2024
31;;JAPON;SHIN-ETSU CHEMICAL JPY 2.220 2,43 640 1,17;4063.T;3.4;Agosto;2024
31;;JAPON;RECRUIT HOLDINGS JPY 1.788 1,95 648 1,18;6098.T;2.93;Agosto;2024
31;;JAPON;DAIKIN INDUSTRIES JPY 431 3,21 390 3,04;6367.T;2.45;Agosto;2024
15;;JAPON;FANUC JPY 234 1,74 228 1,77;6954.T;2.37;Mayo;2024
15;Estimado;JAPON;TERUMO JPY 2.416 2,65 3.285 3,40;4543.T;2.36;Mayo;2024
31;;JAPON;SONY GROUP JPY 2.499 2,73 1.379 2,52;6758.T;2.33;Diciembre;2023
16;Estimado;JAPON;DAIICHI SANKYO JPY 1.067 1,17 --;4568.T;2.21;Diciembre;2023
31;;JAPON;KYOCERA CORP JPY 2.433 2,66 1.347 2,46;6971.T;2.05;Diciembre;2023
31;;JAPON;OLYMPUS CORP JPY 970 1,06 356 0,65;7733.T;1.88;Diciembre;2023
15;;JAPON;TOYOTA MOTOR JPY 2.622 2,88 2.587 2,68;7203.T;1.84;Diciembre;2023
31;;JAPON;NINTENDO JPY 809 0,88 623 1,14;7974.T;1.83;Diciembre;2023
;;JAPON;CHUGAI PHARMA JPY 130 1,18 120 0,77;4519.T;1.82;Diciembre;2023
31;;JAPON;FUJIFILM HOLDINGS JPY 94 0,60 665 0,82;4901.T;1.81;Diciembre;2023
31;;JAPON;ASTELLAS PHARMA INC JPY 1.179 1,29 478 0,87;4503.T;1.8;Diciembre;2023
31;;JAPON;MITSUBISHI CORP JPY 755 0,96 766 0,94;8058.T;1.68;Diciembre;2023
31;;JAPON;M3 INC JPY 307 2,28 206 1,60;2413.T;1.66;Diciembre;2023
16;Estimado;JAPON;ITOCHU CORP JPY 387 2,88 313 2,44;8001.T;1.64;Diciembre;2023
31;;JAPON;DENSO JPY 792 0,87 -- --;6902.T;1.51;Diciembre;2023
31;;JAPON;BANDAI NAMCO HOLDING JPY 1.033 1,13 422 0,77;7832.T;1.51;Diciembre;2023
;;JAPON;TOKIO MARINE HOLDING JPY 126 1,14 121 0,77;8766.T;1.5;Diciembre;2023
31;;JAPON;KAO CORP JPY 844 0,92 566 1,03;4452.T;1.44;Diciembre;2023
31;;JAPON;SEVEN_HOLDINGS JPY 1.202 1,31 750 1,37;3382.T;1.39;Diciembre;2023
31;;JAPON;NIPPON SANSO HOLDING JPY 482 0,61 456 0,56;4091.T;1.34;Diciembre;2023
31;;JAPON;KEYENCE CORP JPY 1.354 1,48 640 1,17;6861.T;1.32;Diciembre;2023
15;;JAPON;MITSUI JPY 1.418 1,55 894 1,64;8031.T;1.32;Diciembre;2023
31;;JAPON;HONDA MOTOR JPY 869 0,95 -- --;7267.T;1.25;Diciembre;2023
31;;JAPON;HOYA JPY 901 0,98 225 0,41;7741.T;1.25;Diciembre;2023
31;;JAPON;DAIFUKU JPY 1.001 1,09 272 0,50;6383.T;1.22;Diciembre;2023
31;;JAPON;SUMITOMO REALTY DEVE JPY 705 0,87 728 0,75;8830.T;1.19;Diciembre;2023
31;;JAPON;ASAHI GROUP HOLDINGS JPY 610 0,67 268 0,49;2502.T;1.12;Diciembre;2023
31;;JAPON;SECOM CORP JPY 717 0,78 751 1,37;9735.T;1.12;Diciembre;2023
31;;JAPON;YAMAHA MOTOR JPY 454 0,56 -- --;7272.T;1.07;Diciembre;2023
;;JAPON;NTT DATA JPY 96 1,07 -- --;9613.T;1.07;Diciembre;2023
31;;JAPON;KOMATSU LTD JPY 423 0,54 486 0,60;6301.T;1.05;Diciembre;2023
;;JAPON;TRANSCOSMOS JPY 102 0,92 -- --;9715.T;0.96;Diciembre;2023
31;;JAPON;HITACHI JPY 1.079 1,18 256 0,47;6501.T;0.94;Diciembre;2023
31;;JAPON;OMRON CORPORATION JPY 91 0,58 -- --;6645.T;0.94;Diciembre;2023
31;;JAPON;TAIYO YUDEN CO JPY 482 3,59 319 2,48;6976.T;0.73;Diciembre;2023
;;JAPON;NISSAN CHIMICAL JPY 63 0,70 71 0,64;4021.T;0.7;Diciembre;2023
31;;JAPON;NIPPON SHINYAKU JPY 469 0,60 522 0,64;4516.T;0.53;Diciembre;2023
31;;MEGATRENDS;NVIDIA CORP USD 2.240 1,99 260 0,92;NVDA;4.87;Agosto;2024
31;;MEGATRENDS;MICROSOFT USD 1.547 1,38 471 1,66;MSFT;4.74;Agosto;2024
31;;MEGATRENDS;ASTRAZENECA GBP 11.157 2,20;AZN.L;3.81;Agosto;2024
31;;MEGATRENDS;Merck  Co. INC USD;MRK;3.54;Agosto;2024
31;;MEGATRENDS;APPLE INC USD;AAPL;3.52;Agosto;2024
31;;MEGATRENDS;KERRY GROUP PLC EUR 3.863 1,18 -- --;KRZ.IR;3.13;Agosto;2024
;;MEGATRENDS;Accenture PLC USD;ACN;2.78;Agosto;2024
31;Estimado;MEGATRENDS;Edwards Lifesciences USD;EW;2.69;Agosto;2024
31;;MEGATRENDS;CIENA USD 6.064 1,85 5.624 2,21;CIEN;2.67;Agosto;2024
31;;MEGATRENDS;Merck Kgaa  EUR;MRK.F;2.59;Agosto;2024
;;MEGATRENDS;Becton Dickinson and Co EUR;BDX.VI;2.58;Julio;2024
31;Estimado;MEGATRENDS;ASM LITHOGRAPHY HOLD EUR 10.703 2,41 10.409 2,05;ASML.AS;2.54;Julio;2024
31;;MEGATRENDS;TAIWAN SEMICONDUCTOR USD 7.058 2,16 -- --;TSM;2.46;Julio;2023
15;;MEGATRENDS;SAP SE EUR 5.221 1,60 5.361 2,10;SAP.DE;2.45;Junio;2024
31;;MEGATRENDS;CAPGEMINI EUR 9.720 2,33 -- --;CAP.PA;2.43;Junio;2023
16;Estimado;MEGATRENDS;CENTENE CORP USD 7.938 1,74 -- --;CNC;2.43;Junio;2024
;;MEGATRENDS;FIRST SOLAR USD 9.364 2,11 -- --;FSLR;2.43;Junio;2024
;;MEGATRENDS;GEN DIGITAL USD 11.138 2,19 13.112 2,75;GEN;2.43;Junio;2023
31;;MEGATRENDS;ALPHABET INC USD 6.437 1,97 5.234 2,05;GOOG;2.43;Junio;2023
30;Estimado;MEGATRENDS;LOGITECH INTERNAT CHF 7.709 2,36 6.833 2,68;LOGI;2.43;Junio;2023
15;;MEGATRENDS;NOVO DKK 10.336 2,04 8.830 1,85;NOVO-B.CO;2.43;Junio;2024
31;;MEGATRENDS;NEXANS SA EUR 7.565 1,49 8.051 1,69;NXS.DE;2.43;Junio;2024
;Estimado;MEGATRENDS;INSULET CORP USD 13.653 3,07 -- --;PODD;2.43;Junio;2024
15;Estimado;MEGATRENDS;PRYSMIAN SPA EUR 10.467 2,19 7.915 1,85;PRY.MI;2.43;Junio;2024
31;;MEGATRENDS;QUALCOMM USD 9.643 2,32 -- --;QCOM;2.43;Junio;2023
15;;MEGATRENDS;QIAGEN NV EUR 12.332 2,53 13.567 2,69;QIA.DE;2.43;Junio;2023
14;;MEGATRENDS;SPIE SA EUR 10.740 2,21 11.360 2,26;SPI;2.43;Junio;2024
30;;MEGATRENDS;SCHNEIDER EUR 6.903 2,11 6.270 2,46;SU.PA;2.43;Junio;2024
15;;MEGATRENDS;TRIMBLE INC USD 6.565 2,01 5.411 2,12;TRMB;2.43;Junio;2023
15;Estimado;MEGATRENDS;UCB SA EUR 3.894 0,92 -- --;UCB.BR;2.43;Junio;2024
15;Estimado;MEGATRENDS;VARONIS SYSTEMS USD 7.775 1,70 -- --;VRNS;2.43;Junio;2024
15;Estimado;MEGATRENDS;XYLEM USD 8.518 2,60 3.749 1,47;XYL;2.43;Junio;2024
31;;MEGATRENDS;ELEVANCE HEALTH USD 10.659 2,34 10.587 2,48;ELV;2.21;Diciembre;2023
31;;MEGATRENDS;AGCO CORPORATION USD 8.796 2,11 -- --;AGCO;1.91;Diciembre;2023
31;;MEGATRENDS;AVANTOR USD 7.998 1,76 -- --;AVTR;1.86;Diciembre;2023
;;MEGATRENDS;ALFEN EUR 7.390 1,46 -- --;ALFEN.AS;1.83;Diciembre;2023
31;;MEGATRENDS;PAYPAL HOLDINGS INC USD 3.087 2,75 -- -;PYPL;1.51;Diciembre;2023
31;;MEGATRENDS;VISA INC USD 5.010 1,03 -- --;V;1.33;Diciembre;2023
31;;NEWENERGY;SSE PLC GBP 1.069 1,96 1.048 2,64;SSE.L;4.92;Agosto;2024
31;;NEWENERGY;IBERDROLA EUR 2.611 7,29 2.493 7,82;IBE.MC;4.67;Agosto;2024
31;;NEWENERGY;FIRST SOLAR USD 1.488 2,73 1.215 3,05;FSLR;4.5;Agosto;2024
31;;NEWENERGY;ENERGIAS DE PORTUGAL EUR 1.121 2,05 1.187 2,98;EDP.LS;4.34;Agosto;2024
31;;NEWENERGY;Consolidated Edison INC [Utilities] USD;ED;3.81;Agosto;2024
31;;NEWENERGY;PRYSMIAN SPA EUR 10.467 2,19 7.915 1,85;PRY.MI;3.51;Agosto;2024
31;;NEWENERGY;NEXTERA ENERGY USD 1.289 2,36 947 2,38;NEE;3.26;Agosto;2023
31;;NEWENERGY;VEOLIA ENVIRONNEMENT EUR 1.038 1,90 950 2,39;VIE.PA;3.22;Agosto;2024
31;;NEWENERGY;XYLEM USD 1.435 2,63 917 2,31;XYL;3.03;Agosto;2024
31;Estimado;NEWENERGY;INFINEON TECHNOLOG. EUR 1.085 1,99 -- --;IFX.DE;3.01;Julio;2024
31;Estimado;NEWENERGY;WASTE MANAGEMENT USD 519 1,43 -- --;WM;3.01;Julio;2024
31;Estimado;NEWENERGY;TOYOTA MOTOR JPY 796 1,46 -- --;7203.T;2.98;Junio;2023
31;Estimado;NEWENERGY;NEXANS SA EUR 2.126 4,07 2.146 3,96;NXS.SG;2.98;Junio;2024
31;Estimado;NEWENERGY;ORSTED  DKK 1.060 2,96 760 2,39;ORSTED.CO;2.98;Junio;2024
31;Estimado;NEWENERGY;SAINT GOBAIN EUR 450 0,99 -- --;SGO.PA;2.98;Junio;2023
15;Estimado;NEWENERGY;SPIE SA EUR 1.286 2,36 -- --;SPIE.PA;2.98;Junio;2024
15;Estimado;NEWENERGY;SCHNEIDER EUR 1.068 1,96 -- --;SU.PA;2.98;Junio;2024
;;NEWENERGY;GRENERGY RENOVABLES EUR 1.370 2,96 -- --;5GR.F;2.96;Febrero;2024
31;;NEWENERGY;NESTE OYJ EUR 1.680 3,21 1.756 3,24;NEF.DE;2.82;Diciembre;2023
;;NEWENERGY;Accenture PLC USD;ACN;2.69;Julio;2024
31;;NEWENERGY;SAMSUNG SDI CO EUR 1.215 2,63 -- --;0l2T.L;2.63;Diciembre;2023
31;;NEWENERGY;STMICROELECTRONICS N EUR 950 1,82 -- --;SGMR.DU;2.35;Diciembre;2023
31;;NEWENERGY;SIEMENS AG EUR 1.190 2,18 999 2,51;SIE.DE;2.31;Diciembre;2023
31;;NEWENERGY;LEGRAND EUR 1.031 1,89 -- --;LR.PA;2.03;Diciembre;2023
31;;NEWENERGY;PANASONIC CORP JPY 1.096 2,01 -- --;6752.T;1.93;Diciembre;2023
31;;NEWENERGY;LINDE PLC USD 860 1,58 -- --;LIN;1.93;Diciembre;2023
